tissue,locus,Symbol,transcript_id,flight_direction,cax22_flight_log2FC,cax23_flight_log2FC,cax23_padj
shoot,AT1G05577,-,AT1G05577.1,up,1.9331899436866211,2.394206222,0.021595021
shoot,AT5G66690,UGT72E2,AT5G66690.1,up,1.9253166380580138,4.233444388,1.48e-14
shoot,AT3G49760,bZIP5,AT3G49760.1,up,1.9223197268049974,6.3648212,4.9e-13
shoot,AT3G45700,POT,AT3G45700.1,up,1.9191663879302965,5.730392182,6.23e-20
shoot,AT3G54770,RRM,AT3G54770.2,up,1.9187915697946396,4.79293706,5.84e-15
shoot,AT5G66985,-,AT5G66985.1,up,1.8909486370702302,3.822836165,4.89e-10
shoot,AT4G12450,-,AT4G12450.1,up,1.8740466026716172,1.907654164,0.018284537
shoot,AT2G45430,DNA-binding,AT2G45430.1,up,1.8627556979184914,4.999759655,4.42e-19
shoot,AT3G23800,SBP3,AT3G23800.1,up,1.857321991325522,4.173097816,1.5e-11
shoot,AT5G53250,AGP22,AT5G53250.1,up,1.8390398517343136,7.569742332,9.64e-21
shoot,AT1G62980,EXP18,AT1G62980.1,up,1.8352733237042267,4.497678627,4.83e-07
shoot,AT5G23830,ML,AT5G23830.2,up,1.8258676045064652,5.496226479000001,4.01e-19
shoot,AT1G35270,-,AT1G35270.1,up,1.8185302781069166,5.613591615,7.21e-09
shoot,AT3G50640,-,AT3G50640.1,up,1.8167790678262652,4.471641343,6.27e-11
shoot,AT5G10230,AnnAt7,AT5G10230.1,up,1.8109029029152197,4.001267019,3.84e-06
shoot,AT3G15240,-,AT3G15240.2,up,1.8045462361308922,7.56429095,7.03e-23
shoot,AT3G01190,PRXR7,AT3G01190.1,up,1.794348480764252,6.842626987,8.79e-14
shoot,AT1G31050,TF,AT1G31050.1,up,1.7793380864347073,5.426784114,2.4199999999999998e-23
shoot,AT3G59370,-,AT3G59370.1,up,1.7679007265520528,7.823098006,6.38e-12
shoot,AT2G25160,CYP82F1,AT2G25160.1,up,1.7499073465141282,5.579272998,2.17e-14
shoot,AT2G42660,myb,AT2G42660.1,up,1.7431336069059615,3.772419303,3.25e-09
shoot,AT5G49270,SHV2,AT5G49270.1,up,1.7420069927751676,4.391621912,1.38e-11
shoot,AT5G57090,WAV6,AT5G57090.1,up,1.734891760101894,5.457622763,3.2400000000000004e-21
shoot,AT4G29690,type I phosphodiesterase/nucleotide pyrophosphatase,AT4G29690.1,up,1.7214112234682448,4.739628081,1.28e-16
shoot,AT5G56540,AGP14,AT5G56540.1,up,1.6999886623066607,5.006908475,1.09e-15
shoot,AT1G56680,hydrolase,AT1G56680.1,up,1.692346328634594,6.286988671,1.01e-18
shoot,AT3G07970,QRT2,AT3G07970.1,up,1.6802746989988047,1.341401727,0.01999376
shoot,AT4G28840,-,AT4G28840.1,up,1.668172487556218,4.569887223,3.54e-09
shoot,AT3G24300,AMT1;3,AT3G24300.1,up,1.6625239979416075,5.405613235,1.97e-11
shoot,AT5G19520,MSL9,AT5G19520.1,up,1.6301265560088039,5.336351816,1.3400000000000002e-21
shoot,AT5G27200,ACP5,AT5G27200.1,up,1.6300958088339945,2.559875432,0.000683587
shoot,AT4G30170,peroxidase,AT4G30170.1,up,1.6289080331188819,6.643359409,2.08e-18
shoot,AT1G68880,bZIP,AT1G68880.1,up,1.6240909729767128,3.728730845,2.78e-12
shoot,AT2G18370,LTP,AT2G18370.1,up,1.6099993585300796,3.737427116,5.85e-12
shoot,AT5G09530,glycoprotein,AT5G09530.1,up,1.6047876269870192,1.845052278,0.007519002
shoot,AT4G23510,TIR,AT4G23510.1,up,1.5922869165392872,3.003637337,9.55e-08
shoot,AT5G50300,xanthine/uracil/vitamin C permease,AT5G50300.1,up,1.5891471307305163,5.666612846,3.22e-13
shoot,AT3G44540,FAR4,AT3G44540.2,up,1.5578504495497,3.9385613585000003,1.67e-12
shoot,AT2G38390,peroxidase,AT2G38390.1,up,1.555658452565711,5.088230318,1.5e-13
shoot,AT5G20860,pectinesterase,AT5G20860.1,up,1.50855724545697,2.074890451,0.002677976
shoot,AT1G74460,lipase,AT1G74460.1,up,1.5060763926009952,2.082462511,0.000181927
shoot,AT2G23540,lipase,AT2G23540.1,up,1.5008335472680245,2.415884303,6.76e-05
shoot,AT4G12050,DNA-binding,AT4G12050.1,up,1.4924787057399813,5.244339423,7.19e-13
shoot,AT5G58860,CYP86A1,AT5G58860.1,up,1.4811028778160116,2.404569228,1.05e-06
shoot,AT5G64100,peroxidase,AT5G64100.1,up,1.460483827007571,3.940844741,1.12e-09
shoot,AT4G22212,-,AT4G22212.1,up,1.4310788910673844,6.429103603,1.1900000000000001e-29
shoot,AT2G18800,XTH21,AT2G18800.1,up,1.4220436492292203,4.446401154,5.8e-10
shoot,AT5G23190,CYP86B1,AT5G23190.1,up,1.4138085041720105,2.360348452,7.88e-06
shoot,AT5G09480,glycoprotein,AT5G09480.1,up,1.409649999898386,2.145352883,3.71e-05
shoot,AT1G35250,thioesterase,AT1G35250.1,up,1.389017998355291,2.503777426,1.84e-10
shoot,AT1G03840,MGP,AT1G03840.1,up,1.3720366765971272,3.541774207,3.38e-13
shoot,AT2G40370,LAC5,AT2G40370.1,up,1.3691924813341914,2.381964565,3.65e-06
shoot,AT5G66390,PRXR8,AT5G66390.1,up,1.3635146043816155,5.375308197,3.13e-16
shoot,AT1G15210,PDR7,AT1G15210.1,up,1.3502163568153094,5.162041358,3.33e-22
shoot,AT2G25810,TIP4;1,AT2G25810.1,up,1.3453182289453383,3.681506368,1.01e-09
shoot,AT5G44550,integral membrane,AT5G44550.1,up,1.33030891445249,2.616842074,6.12e-07
shoot,AT4G24340,phosphorylase,AT4G24340.1,up,1.3162027818540287,2.2786624,9.98e-05
shoot,AT1G19790,SRS7,AT1G19790.1,up,1.3132179028158892,1.4725086085,0.017906881
shoot,AT2G38380,PRXEA,AT2G38380.1,up,1.3094836301866764,3.592750657,2.2e-12
shoot,AT1G80820,CCR2,AT1G80820.1,up,1.2801832149714445,1.198312516,0.025440821
shoot,AT5G59320,LTP3,AT5G59320.1,up,1.1593159801276431,2.032609058,6.27e-07
shoot,AT4G36430,peroxidase,AT4G36430.1,up,1.1493107687036972,2.616834562,1.03e-11
shoot,AT1G54000,myrosinase-associated,AT1G54000.1,up,1.129075585247688,4.17088504,1.06e-14
shoot,AT5G59510,RTFL5,AT5G59510.1,up,1.0806508814447637,4.92886396,2.73e-11
shoot,AT3G22620,LTP,AT3G22620.1,up,1.0800130436104907,3.40491339,1.49e-10
shoot,AT5G19097,transposable element gene,AT5G19097.1,up,1.079897018749048,2.269707439,1.66e-06
shoot,AT1G66950,PDR11,AT1G66950.1,up,1.0741889207361972,2.477836822,0.00042418
shoot,AT1G57590,carboxylesterase,AT1G57590.1,up,0.9645819883575941,1.852692742,3.22e-07
shoot,AT2G47550,pectinesterase,AT2G47550.1,up,0.9024246929769432,2.462614084,3.59e-07
shoot,AT3G29575,AFP3,AT3G29575.4,up,0.839726041661096,2.0168948103333335,1.49e-06
shoot,AT4G14640,CAM8,AT4G14640.1,up,0.8248244738948735,1.710216443,0.006354957
shoot,AT1G23800,ALDH2B7,AT1G23800.1,up,0.7772114949387762,1.375360489,1.6e-06
shoot,AT5G15970,KIN2,AT5G15970.1,up,0.5440072635801454,1.141964826,0.000461233
